Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Agumon 	PROM2	G.E.M.-1 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile 	Vaccine	NSp	A	360	230	160	(S)Add 360 to the attack power of your Nature Spirits or Virus Busters Digimon. (O)The Digimon that evolved from this Digimon has its attack power doubled until the end of the turn. 	III10 IV10 P10 U10
Gabumon 	PROM2	G.E.M.-2 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile 	Data	NSp	B	350	240	160	(S)Add 370 to the attack power of your Nature Spirits or Metal Empire Digimon. (O)The Digimon that evolved from this Digimon has 300 added to its attack power until the end of the turn. 	III10 IV10 P10 U10
Patamon 	PROM2	G.E.M.-3 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Mammal 	Data	WG	B	380	200	140	(S)Add 380 to the attack power of your Wind Guardians or Virus Busters Digimon. (O)The Digimon that evolved from this Digimon has 400 added to its attack power when facing Virus attribute Digimon until the end of the turn. 	III10 IV10 P10 U10
Tailmon	PROM2	G.E.M.-4 	Plotmon + OO	IV	Blue		Holy Beast 	Vaccine	VB	A	440	380	200	The evolution requirements cannot be ignored. (S)Add 440 to the attack power of your Virus Busters or Demon Man type Digimon. (O)When you evolve into this Digimon, search your Net Ocean for one Wizarmon card and add it to your hand (shuffle your Net Ocean afterwards). 	III20 IV10 P10 U10
Metal Greymon 	PROM2	Dw-0 	Greymon + Winning Percentage: 40%! Devimon + Winning Percentage: 40%! V-dramon + Winning Percentage: 40%!	Perfect	Blue		Cyborg 	Virus	ME	C	510	450	230	(O)Has the ability "sky". (O)The opponent loses its special abilities. (O)You may discard one Digimon card from your hand and double your attack power (1 card max). 	III30 IV20 P10 U10
Greymon 	PROM2	Dw-1 	Agumon + OO Gabumon + XX Penmon + OX 	IV	Blue		Dinosaur 	Vaccine	NSp	A	460	360	210	None	III30 IV20 P10 U10
Metal Greymon (1)	PROM2	Dw-2 	Greymon + Winning Percentage: 40%! Tyranomon + Winning Percentage: 40%! Gorimon + Winning Percentage: 40%!	Perfect	Blue		Cyborg 	Virus	ME	C	510	440	240	(O)Has the ability "sky". 	III30 IV20 P20 U10
V-dramon 	PROM2	Dw-3 	Gabumon + O Penmon + O 	IV	Blue		Mythical Dragon 	Vaccine	WG	A	470	320	250	None	III30 IV20 P20 U10
DigiBeetle 	PROM2	Dw-4 	Battle Phase (O)You may only place one of this card in your slots. (O)Cannot receive the effects of 'Items being invalidated'.		Blue		Item							(O)You may switch your Digimon with a Level IV Digimon from your hand with 'O', 'X', 'OO' or 'XX' in its evolution requirements. After the switch, reduce your points by 10. (O)This card cannot be used when your Digimon is Ultimate level. (O)This card remains in its slot and continues its effects until it is discarded by you or when your Digimon reaches the end of its lifespan.	
The Ultimate Feast 	PROM2	Dw-5 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'Option cards being invalidated'.		Blue									(O)When you have an Ultimate level Digimon on your sheet, add 150 to your Digimon's attack power. (O)When you have Digimon in multiple Digimon boxes, for every Ultimate level Digimon you have, add 150 to the attack power of all of your Digimon. 	
Slash Angemon	PROM2	Dw-6 	Holy Angemon + Winning Percentage: 80%! Asuramon + Winning Percentage: 60%!	Perfect	Blue		Power 	Vaccine	VB	C	730	530	350	A will not go to zero due to the effects of attack C.(S)When you send this card  from your hand to the support box of your Ofanimon, add 730 to the attack power of your Ofanimon. 	III40 IV30 P20 U20
Dukemon (1)	PROM2	DR-1 	Megalo Growmon + Winning Percentage: 60%! 	Ultimate	Blue		Holy Knight 	Virus	VB	A	710	620	400	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)During battle, you may discard one Saint Galgomon card from your hand and double your attack power (1 card max). 	III40 IV30 P20 U20
Sakuyamon 	PROM2	DR-2 	Taomon + Winning Percentage: 60%! Mephismon + Winning Percentage: 80%!	Ultimate	Blue		God Man 	Data	NSo	A	700	640	400	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)During battle, you may discard one Dukemon card from your hand and double your attack power (1 card max). 	III40 IV30 P20 U20
Saint Galgomon	PROM2	DR-3 	Rapidmon + Winning Percentage: 60%! Were Garurumon + Winning Percentage: 80%! (O)Can only evolve from Perfect level Digimon.	Ultimate	Blue		Machine 	Vaccine	ME	A	660	650	480	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)During battle, you may discard one Sakuyamon card from your hand and double your attack power (1 card max). 	III40 IV30 P20 U20
Future Potential!! (2)	PROM2	Dg-0 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue		Program							(O)Ignore the evolution requirements and evolve your Digimon into a Level IV Digimon in your evolution box. After that, add 50 to your attack power until the end of the battle phase of the turn during which the evolution occurred. (O)This card cannot be used when your Digimon is Level IV, Perfect level, or Ultimate level.	
Winning Percentage: 80%!! 	PROM2	Dg-1 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box. 		Blue		Program							(O)Evolve your Digimon into a Digimon of the next level in your evolution box with Winning Percentage: 40%!, Winning Percentage: 60%!, or Jogress Evolution in its evolution requirements. In the case of Jogress Evolution, treat this card as one of the component Digimon. After evolution, choose one card from your hand and send it to the Dark Area.	
Volcamon 	PROM2	Dg-2 	Fladramon + Winning Percentage: 60%! Shadramon + Winning Percentage: 60%!	Perfect	Blue		Cyborg 	Data	ME	B	500	450	250	(O)When the opponent is an Ultimate level Digimon, add 120 to your attack power, and at the same time, your A cannot go to zero due to the effects of the opponent's attack C. 	III70 IV40 P20 U10
Future Potential!! (3)	PROM2	Dg-3 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue		Program							(O)Ignore the evolution requirements and evolve your Digimon into a Level IV Digimon in your evolution box. After that, add 50 to your attack power until the end of the battle phase of the turn during which the evolution occurred. (O)This card cannot be used when your Digimon is Level IV, Perfect level, or Ultimate level.	
Future Potential!! (1)	PROM2	Dg-4 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box. 		Blue		Program							(O)Ignore the evolution requirements and evolve your Digimon into a Level IV Digimon in your evolution box. After that, add 50 to your attack power until the end of the battle phase of the turn during which the evolution occurred. (O)This card cannot be used when your Digimon is Level IV, Perfect level, or Ultimate level.	
Megalo Growmon (3)	PROM2	Dar-1 	Growmon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%!	Perfect	Blue		Cyborg 	Virus	ME	B	580	470	330	(O)You may discard two Digimon cards from your hand and double your attack power (2 cards max). 	III30 IV20 P10 U10
Taomon	PROM2	Dar-2 	Kyubimon + Winning Percentage: 40%! Birdramon + Winning Percentage: 40%!	Perfect	Blue		Demon Man 	Data	NSo	B	530	490	320	(O)You may discard two Digimon cards from your hand and double your attack power (2 cards max). 	III30 IV20 P10 U10
Dukemon (2)	PROM2	Da-1 	Megalo Growmon + Winning Percentage: 60%! Metal Greymon + Winning Percentage: 60%!	Ultimate	Blue		Holy Knight 	Virus	VB	A	700	540	480	(O)Has the ability "sky". (O)Regain 30 points when you evolve into this Digimon. 	III40 IV30 P20 U10
Dukemon (3)	PROM2	Da-1win 	Megalo Growmon + Winning Percentage: 60%! Metal Greymon + Winning Percentage: 60%!	Ultimate	Blue		Holy Knight 	Virus	VB	A	700	540	480	(O)Has the ability "sky". (O)The opponent Digimon loses its special abilities. 	III40 IV30 P20 U10
Sakuyamon (1)	PROM2	Da-2 	Taomon + Winning Percentage: 60%! Were Garurumon + Winning Percentage: 60%!	Ultimate	Blue		God Man 	Data	NSo	A	680	590	460	(O)Has the ability "sky". (O)Regain 30 points when you evolve into this Digimon. 	III40 IV30 P20 U10
Sakuyamon (2)	PROM2	Da-2win 	Taomon + Winning Percentage: 60%! Were Garurumon + Winning Percentage: 60%!	Ultimate	Blue		God Man 	Data	NSo	A	680	590	460	(O)Has the ability "sky". (O)The opponent Digimon loses its special abilities. 	III40 IV30 P20 U10
Saint Galgomon (1)	PROM2	Da-3 	Rapidmon + Winning Percentage: 60%! Atlur Kabuterimon + Winning Percentage: 60%! (O)Can only evolve from Perfect level Digimon.	Ultimate	Blue		Machine 	Vaccine	ME	B	680	630	560	(O)Has the ability "sky". (O)Regain 30 points when you evolve into this Digimon. 	III40 IV30 P20 U10
Saint Galgomon (2)	PROM2	Da-3win 	Rapidmon + Winning Percentage: 60%! Atlur Kabuterimon + Winning Percentage: 60%! (O)Can only evolve from Perfect level Digimon.	Ultimate	Blue		Machine 	Vaccine	ME	B	680	630	560	(O)Has the ability "sky". (O)The opponent Digimon loses its special abilities. 	III40 IV30 P20 U10
Dukemon Crimson Mode 	PROM2	Da-4 	When your Digimon is Dukemon and the opponent is an Ultimate level, send one Grani card from your hand to the Dark Area and make this card appear from your hand (during battle only). 	Ultimate	Blue		Holy Knight 	Virus	VB	C	980	740	550	Cannot lose its special abilities. A will not go to zero due to the effects of attack C. (O)When facing a Digimon with 'Mode' in its name, quintuple your attack power. 	III40 IV30 P30 U30
King Device	PROM2	Da-5 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'Items being invalidated' or 'cannot receive the effects of Option cards'. (O)You may only have up to 6 cards with the word 'Device' in their name in your deck. 		Blue		Program							(O)Add 700 to your attack power. After that, you may invalidate one of the opponent's Program/Item Option cards in their slots with a capacity equal to or higher than this card before they take effect, and stack it onto the opponent's point gauge. (O)If you have a King Device card in your slot (excluding this card), instead of 700, add 1200 to your attack power. (O)This card can only be used when your Digimon is Ultimate level with a basic A attack power of 560 and below. (O)Stack this card onto your point gauge immediately after use.	
Yagami Taichi 	PROM2	CD-1 	Evolution Phase		Blue		Program							(O)At the beginning of the Evolution Phase, you may choose one Digimon card from the Dark Area and exchange it for a card in your Evolution Box. (O)Ignore the evolution requirements and evolve your Agumon into the Greymon in your Evolution Box. (O)At the end of the Evolution Phase during which this card was used, send it to the Dark Area. 	
Takenouchi Sora 	PROM2	CD-2 	1) Evolution Phase 2) Battle Phase		Blue		Program							1)Ignore the evolution requirements and evolve your Piyomon into the Birdramon in your Evolution Box. 2)You may add 100 to the attack power of your Digimon with the ability "sky". (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Ishida Yamato 	PROM2	CD-3 	1) Evolution Phase 2) Battle Phase		Blue		Program							1)Ignore the evolution requirements and evolve your Gabumon into the Garurumon in your Evolution Box. 2)You may change your Battle Type to A, B, or C. (O)At the end of the turn during which this card was used, send it to the Dark Area. 	
Izumi Koshiro 	PROM2	CD-4 	Evolution Phase 		Blue		Program							(O)Ignore the evolution requirements and evolve your Tentomon into the Kabuterimon in your Evolution Box. (O)You may check the contents of up to three face-down cards in the opponent's slots. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Tachikawa Mimi 	PROM2	CD-5 	Evolution Phase 		Blue		Program							(O)Ignore the evolution requirements and evolve your Palmon into the Togemon in your Evolution Box. (O)At the end of the Evolution Phase, you may lower both your and your opponent's points by 20. The game ends when either players' points reaches zero. (O)At the end of the turn during which this card was used, send it to the Dark Area. 	
Takaishi Takeru 	PROM2	CD-6 	Evolution Phase		Blue		Program							(O)You may look at the cards in the opponent's hand. (O)Ignore the evolution requirements and evolve your Patamon into the Angemon in your Evolution Box. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Kido Jou 	PROM2	CD-7 	Evolution Phase		Blue		Program							(O)Ignore the evolution requirements and evolve your Gomamon into the Ikkakumon in your Evolution Box. (O)At the end of the Evolution Phase, you may exchange one Option card from your hand with one currently placed in your slots. (O)At the end of the Evolution Phase during which this card was used, send it to the Dark Area. 	
Show Them Your Power! 	PROM2	CD-8 	Battle Phase (O)Choose two cards from your hand and send them to the Dark Area.		Blue		Program							(O)Double your Digimon's attack power. (O)This card cannot be used when your Digimon is Level III. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
What Awaits After Evolution 	PROM2	CD-9 	Evolution Phase (O)Send this card face-down from your hand or slot to the evolution requirements box. 		Blue		Program							(O)Ignore the evolution requirements of your Level III or Level IV Digimon and evolve it into a Perfect level Digimon in your evolution box. After that, send your whole hand to the Dark Area. (O)This card cannot be used when your Digimon is Perfect or Ultimate level.	
Our Bond Gives Us the Power to Evolve! 	PROM2	CD-10 	Evolution Phase 		Blue		Program							(O)When you are evolving your Digimon, even if the card placed in your evolution requirements box is facing the wrong way from the O or X written in your Digimon's evolution requirements, you may still carry out the evolution. (O)At the end of the evolution phase during which this card was used, send it to the Dark Area.	
Let's Hurry Home! 	PROM2	CD-11 	Battle Phase		Blue		Program							(O)The battle ends in a draw. After use, this card remains in its slot until it is discarded by you or when your Digimon reaches the end of its lifespan; during this time, both parties become unable to recover their points, including the point recovery effect from evolving into an Ultimate level. (O)This card cannot be used when your Digimon is Level III. 	
A Battle Without Cheating! 	PROM2	CD-12 	Preparation Phase (O)After sending one card from your hand to the Dark Area, send this card out face-up.		Blue		Program							(O)Both you and your opponent become unable to use any face-down cards in their slots. However, both parties can still use cards that were placed face-up. (O)At the end of the turn during which this card was used, it is sent to the Dark Area, after which the cards that were unable to be used return to normal. (O)This card cannot be used when your Digimon is Level III. 	
Awaken! The Potential of the Perfect Level!! 	PROM2	CD-13 	Battle Phase Choose one card from your hand and send it to the Dark Area.		Blue		Program							(O)When your Digimon is Perfect level, add 100 to your Digimon's attack power. After that, if you lost the battle on the turn during which this card was used, reduce the opponent's points by the same amount that your points were reduced by. (O)At the end of the battle phase during which this card was used, send it to the Dark Area. 	
The Digimon Evolution Tree 	PROM2	CD-14 	Point Calculation Phase (O)Choose two cards from your hand and send them to the Dark Area. 		Blue		Program							(O)Choose one Level III Digimon card and one Level IV Digimon card from your Dark Area and add them to your hand. If you don't have either Level III or IV Digimon inside, you may still add the one Digimon card of the other level present in your Dark Area to your hand. (O)At the end of the turn during which this card was used, send it to the Dark Area. 	
One Summer's Adventure 	PROM2	CD-15 	Evolution Phase		Blue		Program							(O)Send your whole hand to the Dark Area. After that, shuffle all the cards in your Dark Area back into your Net Ocean, and draw a new hand of 6 cards. (O)This card cannot be used if your hand contains no cards. (O)Send this card to the Dark Area immediately after use. 	
Everyone's Departure	PROM2	CD-16 	Point Calculation Phase (O)You may only place one of this card in your slots.		Blue		Program							Send 4 cards from your hand to the Dark Area. You can use this card when your Digimon is a blue frame Ultimate level, and has won the battle. Send both players' Digimon (including Level III) to the Dark Area, and regain 40 of your points. During the next Preparation Phase, the player who is unable to send out a new Level III Digimon from their hand loses the game (if both players are unable to send out a new Level III Digimon, you lose the game). Send this card to the Dark Area immediately after use.	
Ulforce V-dramon Zero 	PROM2	Bo-1vj 	Aero V-dramon + Winning Percentage: 60%! Aero V-dramon Zero + Winning Percentage: 60%! This Digimon's card name is also treated as 'Ulforce V-dramon'. 	Ultimate	Blue	Ancient Species	Holy Knight 	Vaccine	WG Nsp	B	850	620	500	(O)Has the ability "proud". (O)When the opponent belongs to Dark Area, its A, B, and C attack all go to zero. 	III40 IV30 P20 U20
DORUmon	PROM2	Bx-1vj 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red		Beast 	Data	NSp	A	420	260	180	(O)Has the abilities "underground", "grappling", and "hungry". 	III20 IV10 P10 U10
Agumon (1)	PROM2	Bo-1dw	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile 	Vaccine	NSp	A	530	400	140	Cannot lose its special abilities. Cannot receive the effects of Particle Worm No. 2. (O)This Digimon cannot use the cards 'Let's Stop Fighting' and 'A Tactical Retreat!!'. (O)A will not go to zero due to the effects of attack C. 	III30 IV30 P20 U10
V-mon (2)	PROM2	Bo-2dw	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Small Dragon 	Vaccine	NSp	B	500	380	250	Cannot lose its special abilities. Cannot receive the effects of Particle Worm No. 2. (O)This Digimon cannot use the card 'A Tactical Retreat!!'. (O)Cannot receive effects that cause the battle to end in a draw. 	III30 IV30 P20 U10
Guilmon (3)	PROM2	Bo-3dw	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile 	Virus	NSp	A	560	350	160	Cannot lose its special abilities. Cannot receive the effects of Particle Worm No. 2. (O)Has the abilities "underground", "grappling", "flame", and "hungry". (O)This Digimon cannot use the cards 'Let's Stop Fighting' and 'A Tactical Retreat!!'. 	III30 IV30 P20 U10
Hybrid Warriors!! 	PROM2	Bo-1f 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'.		Blue		Program							(O)When the opponent is not an Ultimate level, add 400 to your attack power. (O)You may discard one Digimon card from your hand, and change your current attack to match the discarded card's battle type (1 card max). (O)This card can only be used when your Digimon is Hybrid level. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Transcendental Beings	PROM2	Bo-2f 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'.		Blue		Program							(O)When the opponent is Ultimate or Hybrid level, add 600 to your attack power. (O)You may discard one Digimon card from your hand, and change your battle type to match discarded card's battle type (1 card max). (O)This card can only be used when your Digimon's group is Fusion Form or Transcendent Form. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
The Gathering of Heroes!!	PROM2	Be-1 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'invalidating Option cards'.		Blue		Program							(O)For every Dukemon, Imperialdramon Fighter Mode, Imperialdramon Paladin Mode, or Omegamon card that you discard from your hand, add 500 to the attack power of all of your Digimon (However, you cannot discard a card with the same name as the Digimon that used this card from your hand). (O)This card can only be used when your Digimon is Ultimate level and belongs to Virus Busters or Metal Empire. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Belphemon Sleep Mode 	PROM2	Bo-1s 	Belphemon + Let's Stop Fighting (O)Send this card to the Dark Area at the end of the turn.	Ultimate	Blue		Demon Lord 	Virus	DA	A	670	560	510	The evolution requirements cannot be ignored. Cannot receive the effects of Particle Worm No. 2. (O)Regain 40 points when you evolve into this Digimon. (O)During battle, you may send this Digimon to the Dark Area, and send one Belphemon card from your hand to your Digimon box. 	III30 IV30 P20 U10
DORUgoramon (1)	PROM2	Bx-1s 	DORUguremon + Winning Percentage: 80%! DORUguremon + Sky Wing	Ultimate	Red		Beast Dragon 	Data	NSp	A	880	720	600	(O)Has the abilities "sky" and "grappling". (O)When you evolved using the card "Sky Wing", add 250 to your attack power until the end of the turn. 	III50 IV40 P40 U30
Grademon 	PROM2	Bx-2s 	Raptordramon + Winning Percentage: 80%! Raptordramon + Sky Wing	Ultimate	Red		Warrior 	Vaccine	NSp	C	780	640	500	The evolution requirements cannot be ignored. (S)Add 500 to the attack power of your red frame Dragon Man type Digimon. (O)You may discard one 'Sky Wing' card from your hand and double your attack power. 	III40 IV40 P40 U30
War Greymon X-Antibody 	PROM2	Bx-3s 	Metal Greymon + Winning Percentage: 80%! Metal Greymon + Metal Up	Ultimate	Red		Dragon Man 	Vaccine	ME	B	830	710	440	The evolution requirements cannot be ignored. A cannot go 0. (O)For every DORUgoramon, Grademon, or 'Metal Up' card you discard from your hand, add 400 to your attack power (3 cards max). 	III40 IV40 P30 U30
Ouryumon 	PROM2	Bx-4s 	Hisyaryumon + Winning Percentage: 80%! Hisyaryumon + Aqua Orb	Ultimate	Red		Beast Dragon 	Vaccine	NSp	B	800	760	650	The evolution requirements cannot be ignored. (O)You may discard either one 'Aqua Orb' or one Dinotigermon card from your hand, and double your attack power.	III40 IV40 P30 U20
Dinotigermon 	PROM2	Bx-5s 	Skull Baluchimon + Winning Percentage: 80%! Skull Baluchimon + STR-MAX	Ultimate	Red		Ancient Beast 	Data	NSp	C	780	720	670	The evolution requirements cannot be ignored. (O)You may discard either one 'STR-MAX' or one Ouryumon card, and send all of the opponent's support Digimon to the Dark Area.	III40 IV40 P30 U20
Dukemon X-Antibody 	PROM2	Bx-6s 	Megalo Growmon + Winning Percentage: 80%! Megalo Growmon + Metal Up	Ultimate	Red	Royal Knights	Holy Knight 	Virus	VB	A	880	740	440	The evolution requirements cannot be ignored. (S)When your points are 30 and below, add 650 to the attack power of your Royal Knights Digimon. (O)For every Digimon card whose card number contains an 's' suffix that you discard from your hand, add 400 to your attack power (2 cards max).	III40 IV40 P30 U20
Royal Knights' Purge 	PROM2	Bx-7s 	Battle Phase (O)Cannot receive any effects caused by blue frame cards.		Red		Program							Send 2 cards from your Net Ocean to the Dark Area. You can use this card when your Digimon belongs to the Royal Knights. When the opponent's sheet contains either a red frame Digimon (excluding Digimon belonging to the Royal Knights), or a card belonging to the 'X-Antibody' category, add 800 to your attack power. Send this card to the Dark Area at the end of the battle phase.	
Concentration of New Power 	PROM2	Bx-8s 	Battle Phase (O)Cannot receive any effects caused by blue frame cards.		Red		Program							Send 2 cards from your Net Ocean to the Dark Area. You can use this card when your Digimon is a red frame Ultimate level. Show the opponent your entire hand. For every DORUgoramon, Ouryumon, Dinotigermon, or Alphamon card in your hand (multiple cards with the same name are counted as one card each), add 300 to your attack power. Send this card to the Dark Area at the end of the battle phase.	
Alphamon 	PROM2	Bx-9s 	Grademon + Winning Percentage: 80%! DORUmon + Partners Connected through Hope DORUguremon + Blast Evolution!!	Ultimate	Red	Royal Knights	Holy Knight 	Vaccine	VB	A	1100	780	630	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the ability "proud". (O)When you evolved from DORUmon, send this card to the Dark Area at the end of the turn. 	III40 IV40 P30 U30
Dukemon X-Antibody (1)	PROM2	Bx-10s 	Guilmon + Yggdrasill Megalo Growmon + Winning Percentage: 60%! (O)Regain 20 points when you evolve from Megalo Growmon.	Ultimate	Red	Royal Knights	Holy Knight 	Virus	VB	A	890	760	520	The evolution requirements cannot be ignored. (S)Add 550 to the attack power of your Beast Dragon type or Royal Knight Digimon. (O)During battle, you may send the non-Level III Digimon in your Digimon box back to your hand, and move this Digimon into your Digimon box (this special ability may only be used when this Digimon is in the support box). 	III40 IV30 P20 U20
Pierced Will	PROM2	Bx-11s 	Battle Phase (O)This card can be activated immediately when it is sent to the Dark Area by the opponent, even when it is in the face-down state.		Red		Program							You can use this card when your Digimon is a red frame Perfect or Ultimate level. When the cards in your slots or Digimon Box get sent to the Dark Area due to the effects of the opponent's Option cards or special abilities, return all the cards that were sent to the Dark Area back to their original positions. After that, reduce the opponent's points by 20. Stack onto the point gauge immediately after use.	
